ew_start,ew,sum_of_cases,pop,uf
2010-05-23,201021,98,861773,AP
2010-05-30,201022,97,861773,AP
2010-06-06,201023,90,861773,AP
2010-06-13,201024,99,861773,AP
2010-06-20,201025,62,861773,AP
2010-06-27,201026,73,861773,AP
2010-07-04,201027,100,861773,AP
2010-07-11,201028,72,861773,AP
2010-07-18,201029,92,861773,AP
2010-07-25,201030,113,861773,AP
2010-08-01,201031,155,861773,AP
2010-08-08,201032,127,861773,AP
2010-08-15,201033,152,861773,AP
2010-08-22,201034,146,861773,AP
2010-08-29,201035,111,861773,AP
2010-09-05,201036,116,861773,AP
2010-09-12,201037,84,861773,AP
2010-09-19,201038,97,861773,AP
2010-09-26,201039,83,861773,AP
2010-10-03,201040,129,861773,AP
2010-10-10,201041,93,861773,AP
2010-10-17,201042,73,861773,AP
2010-10-24,201043,82,861773,AP
2010-10-31,201044,89,861773,AP
2010-11-07,201045,57,861773,AP
2010-11-14,201046,67,861773,AP
2010-11-21,201047,43,861773,AP
2010-11-28,201048,58,861773,AP
2010-12-05,201049,45,861773,AP
2010-12-12,201050,78,861773,AP
2010-12-19,201051,36,861773,AP
2010-12-26,201052,72,861773,AP
2011-01-02,201101,145,861773,AP
2011-01-09,201102,215,861773,AP
2011-01-16,201103,178,861773,AP
2011-01-23,201104,250,861773,AP
2011-01-30,201105,252,861773,AP
2011-02-06,201106,303,861773,AP
2011-02-13,201107,237,861773,AP
2011-02-20,201108,183,861773,AP
2011-02-27,201109,153,861773,AP
2011-03-06,201110,194,861773,AP
2011-03-13,201111,232,861773,AP
2011-03-20,201112,186,861773,AP
2011-03-27,201113,177,861773,AP
2011-04-03,201114,167,861773,AP
2011-04-10,201115,112,861773,AP
2011-04-17,201116,101,861773,AP
2011-04-24,201117,82,861773,AP
2011-05-01,201118,89,861773,AP
2011-05-08,201119,68,861773,AP
2011-05-15,201120,80,861773,AP
2011-05-22,201121,51,861773,AP
2011-05-29,201122,53,861773,AP
2011-06-05,201123,36,861773,AP
2011-06-12,201124,34,861773,AP
2011-06-19,201125,24,861773,AP
2011-06-26,201126,34,861773,AP
2011-07-03,201127,19,861773,AP
2011-07-10,201128,15,861773,AP
2011-07-17,201129,11,861773,AP
2011-07-24,201130,15,861773,AP
2011-07-31,201131,28,861773,AP
2011-08-07,201132,29,861773,AP
2011-08-14,201133,28,861773,AP
2011-08-21,201134,23,861773,AP
2011-08-28,201135,23,861773,AP
2011-09-04,201136,29,861773,AP
2011-09-11,201137,21,861773,AP
2011-09-18,201138,19,861773,AP
2011-09-25,201139,42,861773,AP
2011-10-02,201140,16,861773,AP
2011-10-09,201141,21,861773,AP
2011-10-16,201142,31,861773,AP
2011-10-23,201143,11,861773,AP
2011-10-30,201144,20,861773,AP
2011-11-06,201145,18,861773,AP
2011-11-13,201146,37,861773,AP
2011-11-20,201147,11,861773,AP
2011-11-27,201148,7,861773,AP
2011-12-04,201149,3,861773,AP
2011-12-11,201150,2,861773,AP
2011-12-18,201151,9,861773,AP
2011-12-25,201152,40,861773,AP
2012-01-01,201201,31,861773,AP
2012-01-08,201202,24,861773,AP
2012-01-15,201203,28,861773,AP
2012-01-22,201204,19,861773,AP
2012-01-29,201205,27,861773,AP
2012-02-05,201206,29,861773,AP
2012-02-12,201207,22,861773,AP
2012-02-19,201208,20,861773,AP
2012-02-26,201209,30,861773,AP
2012-03-04,201210,36,861773,AP
2012-03-11,201211,20,861773,AP
2012-03-18,201212,20,861773,AP
2012-03-25,201213,22,861773,AP
2012-04-01,201214,26,861773,AP
2012-04-08,201215,29,861773,AP
2012-04-15,201216,21,861773,AP
2012-04-22,201217,25,861773,AP
2012-04-29,201218,32,861773,AP
2012-05-06,201219,17,861773,AP
2012-05-13,201220,27,861773,AP
2012-05-20,201221,26,861773,AP
2012-05-27,201222,9,861773,AP
2012-06-03,201223,22,861773,AP
2012-06-10,201224,48,861773,AP
2012-06-17,201225,28,861773,AP
2012-06-24,201226,23,861773,AP
2012-07-01,201227,26,861773,AP
2012-07-08,201228,30,861773,AP
2012-07-15,201229,23,861773,AP
2012-07-22,201230,34,861773,AP
2012-07-29,201231,55,861773,AP
2012-08-05,201232,104,861773,AP
2012-08-12,201233,73,861773,AP
2012-08-19,201234,100,861773,AP
2012-08-26,201235,97,861773,AP
2012-09-02,201236,91,861773,AP
2012-09-09,201237,111,861773,AP
2012-09-16,201238,120,861773,AP
2012-09-23,201239,110,861773,AP
2012-09-30,201240,96,861773,AP
2012-10-07,201241,88,861773,AP
2012-10-14,201242,68,861773,AP
2012-10-21,201243,64,861773,AP
2012-10-28,201244,81,861773,AP
2012-11-04,201245,77,861773,AP
2012-11-11,201246,62,861773,AP
2012-11-18,201247,66,861773,AP
2012-11-25,201248,34,861773,AP
2012-12-02,201249,62,861773,AP
2012-12-09,201250,42,861773,AP
2012-12-16,201251,33,861773,AP
2012-12-23,201252,34,861773,AP
2012-12-30,201301,84,861773,AP
2013-01-06,201302,104,861773,AP
2013-01-13,201303,63,861773,AP
2013-01-20,201304,61,861773,AP
2013-01-27,201305,77,861773,AP
2013-02-03,201306,56,861773,AP
2013-02-10,201307,78,861773,AP
2013-02-17,201308,73,861773,AP
2013-02-24,201309,74,861773,AP
2013-03-03,201310,120,861773,AP
2013-03-10,201311,104,861773,AP
2013-03-17,201312,107,861773,AP
2013-03-24,201313,123,861773,AP
2013-03-31,201314,148,861773,AP
2013-04-07,201315,131,861773,AP
2013-04-14,201316,148,861773,AP
2013-04-21,201317,75,861773,AP
2013-04-28,201318,63,861773,AP
2013-05-05,201319,80,861773,AP
2013-05-12,201320,45,861773,AP
2013-05-19,201321,31,861773,AP
2013-05-26,201322,32,861773,AP
2013-06-02,201323,28,861773,AP
2013-06-09,201324,22,861773,AP
2013-06-16,201325,15,861773,AP
2013-06-23,201326,10,861773,AP
2013-06-30,201327,23,861773,AP
2013-07-07,201328,7,861773,AP
2013-07-14,201329,11,861773,AP
2013-07-21,201330,15,861773,AP
2013-07-28,201331,15,861773,AP
2013-08-04,201332,25,861773,AP
2013-08-11,201333,15,861773,AP
2013-08-18,201334,22,861773,AP
2013-08-25,201335,18,861773,AP
2013-09-01,201336,18,861773,AP
2013-09-08,201337,16,861773,AP
2013-09-15,201338,16,861773,AP
2013-09-22,201339,19,861773,AP
2013-09-29,201340,14,861773,AP
2013-10-06,201341,18,861773,AP
2013-10-13,201342,10,861773,AP
2013-10-20,201343,19,861773,AP
2013-10-27,201344,11,861773,AP
2013-11-03,201345,13,861773,AP
2013-11-10,201346,16,861773,AP
2013-11-17,201347,11,861773,AP
2013-11-24,201348,7,861773,AP
2013-12-01,201349,6,861773,AP
2013-12-08,201350,5,861773,AP
2013-12-15,201351,4,861773,AP
2013-12-22,201352,6,861773,AP
2013-12-29,201401,9,861773,AP
2014-01-05,201402,6,861773,AP
2014-01-12,201403,7,861773,AP
2014-01-19,201404,5,861773,AP
2014-01-26,201405,11,861773,AP
2014-02-02,201406,15,861773,AP
2014-02-09,201407,11,861773,AP
2014-02-16,201408,9,861773,AP
2014-02-23,201409,9,861773,AP
2014-03-02,201410,16,861773,AP
2014-03-09,201411,16,861773,AP
2014-03-16,201412,21,861773,AP
2014-03-23,201413,46,861773,AP
2014-03-30,201414,90,861773,AP
2014-04-06,201415,79,861773,AP
2014-04-13,201416,52,861773,AP
2014-04-20,201417,75,861773,AP
2014-04-27,201418,96,861773,AP
2014-05-04,201419,186,861773,AP
2014-05-11,201420,117,861773,AP
2014-05-18,201421,111,861773,AP
2014-05-25,201422,85,861773,AP
2014-06-01,201423,59,861773,AP
2014-06-08,201424,40,861773,AP
2014-06-15,201425,49,861773,AP
2014-06-22,201426,28,861773,AP
2014-06-29,201427,20,861773,AP
2014-07-06,201428,31,861773,AP
2014-07-13,201429,19,861773,AP
2014-07-20,201430,24,861773,AP
2014-07-27,201431,30,861773,AP
2014-08-03,201432,28,861773,AP
2014-08-10,201433,19,861773,AP
2014-08-17,201434,15,861773,AP
2014-08-24,201435,13,861773,AP
2014-08-31,201436,23,861773,AP
2014-09-07,201437,22,861773,AP
2014-09-14,201438,66,861773,AP
2014-09-21,201439,64,861773,AP
2014-09-28,201440,88,861773,AP
2014-10-05,201441,106,861773,AP
2014-10-12,201442,117,861773,AP
2014-10-19,201443,133,861773,AP
2014-10-26,201444,129,861773,AP
2014-11-02,201445,107,861773,AP
2014-11-09,201446,91,861773,AP
2014-11-16,201447,60,861773,AP
2014-11-23,201448,42,861773,AP
2014-11-30,201449,42,861773,AP
2014-12-07,201450,44,861773,AP
2014-12-14,201451,19,861773,AP
2014-12-21,201452,23,861773,AP
2014-12-28,201453,16,861773,AP
2015-01-04,201501,101,861773,AP
2015-01-11,201502,85,861773,AP
2015-01-18,201503,133,861773,AP
2015-01-25,201504,133,861773,AP
2015-02-01,201505,204,861773,AP
2015-02-08,201506,113,861773,AP
2015-02-15,201507,210,861773,AP
2015-02-22,201508,182,861773,AP
2015-03-01,201509,316,861773,AP
2015-03-08,201510,228,861773,AP
2015-03-15,201511,235,861773,AP
2015-03-22,201512,139,861773,AP
2015-03-29,201513,171,861773,AP
2015-04-05,201514,193,861773,AP
2015-04-12,201515,123,861773,AP
2015-04-19,201516,101,861773,AP
2015-04-26,201517,95,861773,AP
2015-05-03,201518,117,861773,AP
2015-05-10,201519,120,861773,AP
2015-05-17,201520,74,861773,AP
2015-05-24,201521,67,861773,AP
2015-05-31,201522,58,861773,AP
2015-06-07,201523,66,861773,AP
2015-06-14,201524,54,861773,AP
2015-06-21,201525,45,861773,AP
2015-06-28,201526,67,861773,AP
2015-07-05,201527,42,861773,AP
2015-07-12,201528,50,861773,AP
2015-07-19,201529,53,861773,AP
2015-07-26,201530,56,861773,AP
2015-08-02,201531,47,861773,AP
2015-08-09,201532,43,861773,AP
2015-08-16,201533,45,861773,AP
2015-08-23,201534,49,861773,AP
2015-08-30,201535,50,861773,AP
2015-09-06,201536,46,861773,AP
2015-09-13,201537,41,861773,AP
2015-09-20,201538,33,861773,AP
2015-09-27,201539,32,861773,AP
2015-10-04,201540,41,861773,AP
2015-10-11,201541,25,861773,AP
2015-10-18,201542,20,861773,AP
2015-10-25,201543,25,861773,AP
2015-11-01,201544,38,861773,AP
2015-11-08,201545,48,861773,AP
2015-11-15,201546,31,861773,AP
2015-11-22,201547,15,861773,AP
2015-11-29,201548,27,861773,AP
2015-12-06,201549,24,861773,AP
2015-12-13,201550,20,861773,AP
2015-12-20,201551,14,861773,AP
2015-12-27,201552,8,861773,AP
2016-01-03,201601,31,861773,AP
2016-01-10,201602,39,861773,AP
2016-01-17,201603,53,861773,AP
2016-01-24,201604,63,861773,AP
2016-01-31,201605,57,861773,AP
2016-02-07,201606,114,861773,AP
2016-02-14,201607,137,861773,AP
2016-02-21,201608,126,861773,AP
2016-02-28,201609,160,861773,AP
2016-03-06,201610,207,861773,AP
2016-03-13,201611,136,861773,AP
2016-03-20,201612,125,861773,AP
2016-03-27,201613,160,861773,AP
2016-04-03,201614,145,861773,AP
2016-04-10,201615,117,861773,AP
2016-04-17,201616,85,861773,AP
2016-04-24,201617,92,861773,AP
2016-05-01,201618,80,861773,AP
2016-05-08,201619,87,861773,AP
2016-05-15,201620,74,861773,AP
2016-05-22,201621,56,861773,AP
2016-05-29,201622,60,861773,AP
2016-06-05,201623,53,861773,AP
2016-06-12,201624,48,861773,AP
2016-06-19,201625,65,861773,AP
2016-06-26,201626,57,861773,AP
2016-07-03,201627,53,861773,AP
2016-07-10,201628,49,861773,AP
2016-07-17,201629,42,861773,AP
2016-07-24,201630,59,861773,AP
2016-07-31,201631,74,861773,AP
2016-08-07,201632,79,861773,AP
2016-08-14,201633,113,861773,AP
2016-08-21,201634,59,861773,AP
2016-08-28,201635,47,861773,AP
2016-09-04,201636,36,861773,AP
2016-09-11,201637,61,861773,AP
2016-09-18,201638,49,861773,AP
2016-09-25,201639,51,861773,AP
2016-10-02,201640,50,861773,AP
2016-10-09,201641,40,861773,AP
2016-10-16,201642,34,861773,AP
2016-10-23,201643,13,861773,AP
2016-10-30,201644,29,861773,AP
2016-11-06,201645,36,861773,AP
2016-11-13,201646,19,861773,AP
2016-11-20,201647,36,861773,AP
2016-11-27,201648,27,861773,AP
2016-12-04,201649,13,861773,AP
2016-12-11,201650,15,861773,AP
2016-12-18,201651,17,861773,AP
2016-12-25,201652,24,861773,AP
2017-01-01,201701,36,861773,AP
2017-01-08,201702,55,861773,AP
2017-01-15,201703,54,861773,AP
2017-01-22,201704,61,861773,AP
2017-01-29,201705,65,861773,AP
2017-02-05,201706,75,861773,AP
2017-02-12,201707,45,861773,AP
2017-02-19,201708,40,861773,AP
2017-02-26,201709,64,861773,AP
2017-03-05,201710,73,861773,AP
2017-03-12,201711,57,861773,AP
2017-03-19,201712,37,861773,AP
2017-03-26,201713,24,861773,AP
2017-04-02,201714,34,861773,AP
2017-04-09,201715,29,861773,AP
2017-04-16,201716,28,861773,AP
2017-04-23,201717,25,861773,AP
2017-04-30,201718,39,861773,AP
2017-05-07,201719,30,861773,AP
2017-05-14,201720,40,861773,AP
2017-05-21,201721,42,861773,AP
2017-05-28,201722,22,861773,AP
2017-06-04,201723,26,861773,AP
2017-06-11,201724,17,861773,AP
2017-06-18,201725,32,861773,AP
2017-06-25,201726,15,861773,AP
2017-07-02,201727,17,861773,AP
2017-07-09,201728,18,861773,AP
2017-07-16,201729,15,861773,AP
2017-07-23,201730,23,861773,AP
2017-07-30,201731,17,861773,AP
2017-08-06,201732,9,861773,AP
2017-08-13,201733,15,861773,AP
2017-08-20,201734,16,861773,AP
2017-08-27,201735,15,861773,AP
2017-09-03,201736,15,861773,AP
2017-09-10,201737,12,861773,AP
2017-09-17,201738,18,861773,AP
2017-09-24,201739,14,861773,AP
2017-10-01,201740,20,861773,AP
2017-10-08,201741,15,861773,AP
2017-10-15,201742,40,861773,AP
2017-10-22,201743,13,861773,AP
2017-10-29,201744,11,861773,AP
2017-11-05,201745,18,861773,AP
2017-11-12,201746,17,861773,AP
2017-11-19,201747,8,861773,AP
2017-11-26,201748,11,861773,AP
2017-12-03,201749,12,861773,AP
2017-12-10,201750,10,861773,AP
2017-12-17,201751,10,861773,AP
2017-12-24,201752,10,861773,AP
2017-12-31,201801,17,861773,AP
2018-01-07,201802,22,861773,AP
2018-01-14,201803,33,861773,AP
2018-01-21,201804,32,861773,AP
2018-01-28,201805,39,861773,AP
2018-02-04,201806,38,861773,AP
2018-02-11,201807,38,861773,AP
2018-02-18,201808,36,861773,AP
2018-02-25,201809,51,861773,AP
2018-03-04,201810,50,861773,AP
2018-03-11,201811,51,861773,AP
2018-03-18,201812,59,861773,AP
2018-03-25,201813,34,861773,AP
2018-04-01,201814,72,861773,AP
2018-04-04,201815,57,861773,AP
2018-04-15,201816,65,861773,AP
2018-04-22,201817,42,861773,AP
2018-04-29,201818,35,861773,AP
2018-05-06,201819,36,861773,AP
2018-05-13,201820,29,861773,AP
2018-05-20,201821,24,861773,AP
2018-05-27,201822,27,861773,AP
2018-06-03,201823,20,861773,AP
2018-06-10,201824,22,861773,AP
2018-06-17,201825,13,861773,AP
2018-06-24,201826,7,861773,AP
2018-07-01,201827,22,861773,AP
2018-07-08,201828,13,861773,AP
2018-07-15,201829,17,861773,AP
2018-07-22,201830,11,861773,AP
2018-07-29,201831,26,861773,AP
2018-08-05,201832,20,861773,AP
2018-08-12,201833,22,861773,AP
2018-08-19,201834,23,861773,AP
2018-08-26,201835,21,861773,AP
2018-09-02,201836,13,861773,AP
2018-09-09,201837,18,861773,AP
2018-09-16,201838,25,861773,AP
2018-09-23,201839,16,861773,AP
2018-09-30,201840,23,861773,AP
2018-10-07,201841,19,861773,AP
2018-10-14,201842,35,861773,AP
2018-10-21,201843,32,861773,AP
2018-10-28,201844,20,861773,AP
2018-11-04,201845,14,861773,AP
2018-11-11,201846,15,861773,AP
2018-11-18,201847,13,861773,AP
2018-11-25,201848,12,861773,AP
2018-12-02,201849,11,861773,AP
2018-12-09,201850,13,861773,AP
2018-12-16,201851,9,861773,AP
2018-12-23,201852,14,861773,AP
2018-12-30,201901,11,861773,AP
2019-01-06,201902,22,861773,AP
2019-01-13,201903,19,861773,AP
2019-01-20,201904,16,861773,AP
2019-01-27,201905,27,861773,AP
2019-02-03,201906,15,861773,AP
2019-02-10,201907,15,861773,AP
2019-02-17,201908,34,861773,AP
2019-02-24,201909,32,861773,AP
2019-03-03,201910,34,861773,AP
2019-03-10,201911,39,861773,AP
2019-03-17,201912,40,861773,AP
2019-03-24,201913,41,861773,AP
2019-03-31,201914,47,861773,AP
2019-04-07,201915,26,861773,AP
2019-04-14,201916,30,861773,AP
2019-04-21,201917,15,861773,AP
2019-04-28,201918,19,861773,AP
2019-05-05,201919,20,861773,AP
2019-05-12,201920,13,861773,AP
2019-05-19,201921,27,861773,AP
2019-05-26,201922,17,861773,AP
2019-06-02,201923,17,861773,AP
2019-06-09,201924,10,861773,AP
2019-06-16,201925,15,861773,AP
2019-06-23,201926,13,861773,AP
2019-06-30,201927,12,861773,AP
2019-07-07,201928,7,861773,AP
2019-07-14,201929,2,861773,AP
2019-07-21,201930,10,861773,AP
2019-07-28,201931,12,861773,AP
2019-08-04,201932,10,861773,AP
2019-08-11,201933,15,861773,AP
2019-08-18,201934,6,861773,AP
2019-08-25,201935,8,861773,AP
2019-09-01,201936,23,861773,AP
2019-09-08,201937,9,861773,AP
2019-09-15,201938,5,861773,AP
2019-09-22,201939,10,861773,AP
2019-09-29,201940,7,861773,AP
2019-10-06,201941,17,861773,AP
2019-10-13,201942,14,861773,AP
2019-10-20,201943,13,861773,AP
2019-10-27,201944,16,861773,AP
2019-11-03,201945,16,861773,AP
2019-11-10,201946,9,861773,AP
2019-11-17,201947,18,861773,AP
2019-11-24,201948,15,861773,AP
2019-12-01,201949,10,861773,AP
2019-12-08,201950,8,861773,AP
2019-12-15,201951,8,861773,AP
2019-12-22,201952,6,861773,AP
2019-12-29,202001,7,861773,AP
2020-01-05,202002,6,861773,AP
2020-01-12,202003,11,861773,AP
2020-01-19,202004,11,861773,AP
2020-01-26,202005,6,861773,AP
2020-02-02,202006,12,861773,AP
2020-02-09,202007,11,861773,AP
2020-02-16,202008,8,861773,AP
2020-02-23,202009,6,861773,AP
2020-03-01,202010,1,861773,AP
2020-03-08,202011,9,861773,AP
2020-03-15,202012,4,861773,AP
2020-03-22,202013,2,861773,AP
2020-03-29,202014,4,861773,AP
2020-04-05,202015,6,861773,AP
2020-04-12,202016,5,861773,AP
2020-04-19,202017,10,861773,AP
2020-04-26,202018,7,861773,AP
2020-05-03,202019,4,861773,AP
2020-05-10,202020,4,861773,AP
2020-05-17,202021,4,861773,AP
2020-05-24,202022,4,861773,AP
2020-05-31,202023,0,861773,AP
2020-06-07,202024,4,861773,AP
2020-06-14,202025,0,861773,AP
2020-06-21,202026,1,861773,AP
2020-06-28,202027,0,861773,AP
2020-07-05,202028,1,861773,AP
2020-07-12,202029,5,861773,AP
2020-07-19,202030,3,861773,AP
2020-07-26,202031,6,861773,AP
2020-08-02,202032,1,861773,AP
2020-08-09,202033,4,861773,AP
2020-08-16,202034,0,861773,AP
2020-08-23,202035,3,861773,AP
2020-08-30,202036,4,861773,AP
2020-09-06,202037,2,861773,AP
2020-09-13,202038,2,861773,AP
2020-09-20,202039,2,861773,AP
2020-09-27,202040,4,861773,AP
2020-10-04,202041,5,861773,AP
2020-10-11,202042,5,861773,AP
2020-10-18,202043,3,861773,AP
2020-10-25,202044,1,861773,AP
2020-11-01,202045,0,861773,AP
2020-11-08,202046,5,861773,AP
2020-11-15,202047,4,861773,AP
2020-11-22,202048,6,861773,AP
2020-11-29,202049,6,861773,AP
2020-12-06,202050,7,861773,AP
2020-12-13,202051,3,861773,AP
2020-12-20,202052,3,861773,AP
2020-12-27,202053,2,861773,AP
2021-01-03,202101,21,861773,AP
2021-01-10,202102,14,861773,AP
2021-01-17,202103,17,861773,AP
2021-01-24,202104,13,861773,AP
2021-01-31,202105,8,861773,AP
2021-02-07,202106,10,861773,AP
2021-02-14,202107,11,861773,AP
2021-02-21,202108,15,861773,AP
2021-02-28,202109,23,861773,AP
2021-03-07,202110,20,861773,AP
2021-03-14,202111,16,861773,AP
2021-03-21,202112,12,861773,AP
2021-03-28,202113,7,861773,AP
2021-04-04,202114,14,861773,AP
2021-04-11,202115,14,861773,AP
2021-04-18,202116,14,861773,AP
2021-04-25,202117,14,861773,AP
2021-05-02,202118,10,861773,AP
2021-05-09,202119,8,861773,AP
2021-05-16,202120,14,861773,AP
2021-05-23,202121,9,861773,AP
2021-05-30,202122,13,861773,AP
2021-06-06,202123,7,861773,AP
2021-06-13,202124,6,861773,AP
2021-06-20,202125,17,861773,AP
2021-06-27,202126,21,861773,AP
2021-07-04,202127,15,861773,AP
2021-07-11,202128,5,861773,AP
2021-07-18,202129,9,861773,AP
2021-07-25,202130,11,861773,AP
2021-08-01,202131,29,861773,AP
2021-08-08,202132,61,861773,AP
2021-08-15,202133,16,861773,AP
2021-08-22,202134,16,861773,AP
2021-08-29,202135,36,861773,AP
2021-09-05,202136,35,861773,AP
2021-09-12,202137,34,861773,AP
2021-09-19,202138,25,861773,AP
2021-09-26,202139,29,861773,AP
2021-10-03,202140,23,861773,AP
2021-10-10,202141,11,861773,AP
2021-10-17,202142,15,861773,AP
2021-10-24,202143,7,861773,AP
2021-10-31,202144,16,861773,AP
2021-11-07,202145,11,861773,AP
2021-11-14,202146,17,861773,AP
2021-11-21,202147,19,861773,AP
2021-11-28,202148,8,861773,AP
2021-12-05,202149,9,861773,AP
2021-12-12,202150,0,861773,AP
2021-12-19,202151,0,861773,AP
2021-12-26,202152,0,861773,AP
2022-01-02,202201,16,861773,AP
2022-01-09,202202,19,861773,AP
2022-01-16,202203,13,861773,AP
2022-01-23,202204,7,861773,AP
2022-01-30,202205,9,861773,AP
2022-02-06,202206,18,861773,AP
2022-02-13,202207,21,861773,AP
2022-02-20,202208,19,861773,AP
2022-02-27,202209,17,861773,AP
2022-03-06,202210,22,861773,AP
2022-03-13,202211,25,861773,AP
2022-03-20,202212,15,861773,AP
2022-03-27,202213,32,861773,AP
2022-04-03,202214,24,861773,AP
2022-04-10,202215,18,861773,AP
2022-04-17,202216,18,861773,AP
2022-04-24,202217,23,861773,AP
2022-05-01,202218,16,861773,AP
2022-05-08,202219,24,861773,AP
2022-05-15,202220,31,861773,AP
2022-05-22,202221,24,861773,AP
2022-05-29,202222,18,861773,AP
2022-06-05,202223,29,861773,AP
2022-06-12,202224,30,861773,AP
2022-06-19,202225,22,861773,AP
2022-06-26,202226,29,861773,AP
2022-07-03,202227,18,861773,AP
2022-07-10,202228,24,861773,AP
2022-07-17,202229,25,861773,AP
2022-07-24,202230,20,861773,AP
2022-07-31,202231,24,861773,AP
2022-08-07,202232,21,861773,AP
2022-08-14,202233,13,861773,AP
2022-08-21,202234,9,861773,AP
2022-08-28,202235,8,861773,AP
2022-09-04,202236,14,861773,AP
2022-09-11,202237,15,861773,AP
2022-09-18,202238,15,861773,AP
2022-09-25,202239,14,861773,AP
2022-10-02,202240,19,861773,AP
2022-10-09,202241,19,861773,AP
2022-10-16,202242,23,861773,AP
2022-10-23,202243,14,861773,AP
2022-10-30,202244,20,861773,AP
2022-11-06,202245,16,861773,AP
2022-11-13,202246,14,861773,AP
2022-11-20,202247,14,861773,AP
2022-11-27,202248,13,861773,AP
2022-12-04,202249,23,861773,AP
2022-12-11,202250,16,861773,AP
2022-12-18,202251,21,861773,AP
2022-12-25,202252,44,861773,AP
2023-01-01,202301,44,861773,AP
2023-01-08,202302,41,861773,AP
2023-01-15,202303,41,861773,AP
2023-01-22,202304,48,861773,AP
2023-01-29,202305,62,861773,AP
2023-02-05,202306,48,774268,AP
2023-02-12,202307,37,774268,AP
2023-02-19,202308,55,774268,AP
2023-02-26,202309,64,774268,AP
2023-03-05,202310,48,774268,AP
2023-03-12,202311,46,774268,AP
2023-03-19,202312,41,774268,AP
2023-03-26,202313,49,774268,AP
2023-04-02,202314,33,774268,AP
